channels
https://www.youtube.com/@ai-explained-
https://www.youtube.com/@lexfridman
https://www.youtube.com/@DavidSinclairPodcast
https://www.youtube.com/@hubermanlab
https://www.youtube.com/@A4MEvents
https://www.youtube.com/@TED
https://www.youtube.com/@Medicalfuturist
https://www.youtube.com/@YuvalNoahHarari
https://www.youtube.com/@kaggle
https://www.youtube.com/@matthew_berman
https://www.youtube.com/@DataIndependent
